price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,statezip
360000,2,0,850,7710,1,0,2,5,550,300,1909,1988,35,51
256750,3,2,1990,8991,1,0,0,3,1570,420,1969,2010,18,26
332500,3,2,1800,10500,2,0,0,3,1800,0,1995,0,21,23
975000,5,4,4850,36450,2,0,0,3,4850,0,1977,2004,3,4
218000,3,1,1020,7874,1,0,0,3,1020,0,1956,2001,35,49
429000,3,2,2420,49928,2,0,0,3,1860,560,1985,0,16,15
589000,4,2,2910,5776,2,0,2,3,2910,0,1998,2006,38,38
255000,3,1,1060,9039,1,0,0,3,1060,0,1973,2013,32,36
668750,4,2,2340,6420,1,0,2,3,1590,750,1964,2000,36,70
344500,4,2,1800,5453,1,0,0,3,1050,750,2002,0,32,33
452000,4,2,1660,6150,1,0,0,3,850,810,1945,2010,35,61
540000,3,1,1300,62290,1,0,0,3,1300,0,1983,2009,31,32
246000,3,1,1780,23819,1,0,0,3,1780,0,1953,0,35,69
535000,2,1,1030,4841,1,0,0,3,920,110,1939,1969,35,47
970000,4,3,2790,5420,1,0,3,3,1130,1660,1963,2013,36,70
430000,3,1,1150,3000,1,0,0,5,1150,0,1906,0,35,47
520000,4,2,3290,11446,2,0,0,3,3290,0,1992,0,17,16
712000,4,2,3400,247421,2,0,0,3,3400,0,2001,0,30,30
450000,2,1,1200,4000,1,0,0,3,1070,130,1940,1996,35,61
220000,4,2,2160,8005,2,0,0,3,2160,0,1993,0,28,28
525000,3,1,1450,4000,1,0,1,4,950,500,1948,0,35,57
1220000,4,2,3240,3600,2,0,0,3,2060,1180,2008,0,35,52
540000,3,2,1470,1691,2,0,0,3,1000,470,2007,0,35,54
600000,4,2,2360,5226,2,0,0,3,2360,0,2001,0,19,22
600000,3,2,2230,9053,2,0,0,4,2230,0,1987,0,3,6
625000,4,2,2630,48706,2,0,0,3,2630,0,1986,0,42,41
150000,3,1,1010,25000,1,0,0,3,1010,0,1966,1963,7,10
389999,3,2,1445,1471,2,0,0,3,1300,145,2003,0,16,15
285000,3,1,2380,6000,1,0,0,3,1320,1060,1935,1974,35,71
744000,4,2,2830,13059,2,0,0,3,2830,0,1998,2006,33,43
700000,4,2,3010,46173,2,0,0,3,3010,0,1996,0,31,32
318989,4,2,2000,9000,1,0,0,4,2000,0,1978,2000,14,13
556000,3,2,2020,3600,2,0,0,3,2020,0,1998,2006,19,21
275000,3,2,2030,6326,2,0,0,3,2030,0,1993,0,21,23
430000,3,2,2550,11160,2,0,0,3,2550,0,1994,0,36,67
300000,2,1,970,13700,1,0,0,3,970,0,1949,1998,35,49
396450,3,1,1540,12446,1,0,0,5,1540,0,1967,0,16,15
225000,2,1,1396,111949,1,0,0,3,1396,0,1940,1997,31,32
700000,4,3,2780,7875,2,0,0,3,2780,0,2006,0,35,62
260000,6,2,2220,8797,1,0,0,3,2220,0,1977,2004,1,1
655000,4,3,2350,13402,2,0,3,3,1670,680,1994,0,19,21
1185000,3,2,2760,40946,2,0,0,5,2760,0,1978,0,3,4
1550000,3,2,4460,26027,2,0,0,3,4460,0,1992,0,19,21
413800,3,2,1440,4421,1,0,0,3,1440,0,2007,0,31,32
950000,5,3,5330,6000,2,0,2,3,3570,1760,2006,0,16,15
334990,4,2,2220,4228,2,0,0,3,2220,0,2014,0,35,65
2700000,5,4,5305,8401,2,0,2,3,3745,1560,2005,0,19,21
1030000,3,4,3880,13095,2,0,3,3,3700,180,2009,0,19,22
1130000,4,3,3810,8519,1,0,1,3,2680,1130,2007,0,19,21
556000,3,3,1960,1168,2,0,0,3,1600,360,2007,0,16,17
360000,3,2,1530,1131,3,0,0,3,1530,0,2009,0,35,47
480000,4,2,3250,34293,2,0,0,4,3250,0,1983,0,18,26
324000,3,2,1750,7208,2,0,0,3,1750,0,1994,0,32,33
1050000,4,3,3440,35021,2,0,0,3,3440,0,1983,2009,19,21
275000,1,0,1170,14149,1,0,0,5,880,290,1962,0,12,12
180000,3,1,870,5330,1,0,0,3,870,0,1969,2014,9,26
749000,4,2,2930,18199,2,0,0,3,2930,0,1998,2006,33,43
1600000,3,2,3160,12824,1,0,2,4,1820,1340,1966,0,3,3
373500,2,1,800,3330,1,0,0,3,800,0,1918,0,35,50
770000,4,2,2350,8001,2,0,0,4,2350,0,1987,0,3,5
356000,2,1,1060,16470,1,0,0,3,1060,0,1977,2004,42,41
625000,3,1,2060,12558,1,0,0,4,1350,710,1984,0,31,31
494400,2,1,1560,1750,1,0,0,4,780,780,1904,0,35,52
585000,4,1,3000,42200,1,0,3,3,1500,1500,1950,2005,32,34
926300,3,1,1660,4800,2,0,0,3,1660,0,1907,1983,35,58
600000,3,1,1650,5100,1,0,0,5,1040,610,1908,0,35,54
430000,4,3,3220,8936,2,0,0,3,2450,770,1990,2009,18,19
307000,3,1,2320,7500,1,0,0,3,2320,0,1976,0,11,11
604700,4,2,2750,14982,1,0,3,3,1720,1030,1981,2013,10,73
219900,3,1,910,6000,1,0,0,2,910,0,1956,0,35,65
270000,2,1,840,867,2,0,0,3,840,0,2005,0,35,54
432000,3,2,1470,1578,2,0,0,3,1090,380,2007,0,35,63
300000,6,2,2040,10812,1,0,0,4,2040,0,1943,0,32,34
361000,3,1,1100,4046,1,0,4,4,1100,0,1922,0,10,73
249950,2,1,940,8532,1,0,0,4,940,0,1959,0,6,68
320000,3,2,1110,10500,1,0,0,5,1110,0,1978,0,27,27
305000,4,1,2200,8100,1,0,0,5,1400,800,1942,0,35,69
503000,2,1,2860,59612,1,1,4,3,1510,1350,1948,2003,14,13
235750,2,1,740,11250,1,0,0,2,740,0,1938,0,35,65
657000,4,1,2740,8520,1,0,2,3,1370,1370,1954,2005,35,57
385000,3,1,1250,7300,1,0,0,4,1250,0,1956,0,3,7
389950,4,2,3140,8060,2,0,0,3,3140,0,1991,0,14,13
150000,2,1,820,10270,1,0,0,3,820,0,1954,2005,35,69
254500,4,2,2570,7264,2,0,0,3,1720,850,1998,2006,1,45
555000,4,2,2350,8140,1,0,0,4,1430,920,1977,0,3,5
1075000,4,3,3600,9200,1,0,4,4,2100,1500,1976,1992,3,7
245000,4,2,1580,8000,1,0,0,3,1040,540,1967,2011,14,2
319950,2,1,1070,5824,1,0,2,5,1070,0,1949,0,35,71
337000,3,1,1070,6109,1,0,0,5,1070,0,1951,0,35,60
492000,4,2,1640,5000,2,0,0,3,1640,0,1907,1983,35,50
1170000,3,2,2890,12130,2,0,3,4,2830,60,1987,0,19,21
348580,3,1,1220,7876,1,0,0,3,1220,0,1966,1963,19,22
180000,2,1,1400,4500,1,0,0,3,900,500,1922,2008,32,35
400000,3,1,1040,6250,1,0,0,3,1040,0,1942,1999,35,63
295000,4,2,980,10640,1,0,0,5,980,0,1978,0,27,27
910000,4,3,3340,10890,1,0,0,3,2240,1100,1963,2000,31,31
1150000,6,4,6040,219542,2,0,0,3,4100,1940,1996,0,16,17
431500,3,3,1900,1612,2,0,0,3,1430,470,2008,0,35,63
180000,4,1,1740,7292,1,0,0,3,1020,720,1962,2003,34,69
677000,3,2,2000,3207,1,0,0,4,1100,900,1916,0,35,47
1180500,3,1,1610,7200,1,0,0,3,1090,520,1973,2013,35,53
635700,4,2,3240,13978,1,0,0,3,1860,1380,1977,2004,33,42
482000,5,2,2230,9600,1,0,0,3,1320,910,1978,0,42,44
168000,2,2,1160,2174,2,0,0,3,1160,0,1998,2006,35,49
805000,4,2,2410,6000,1,0,0,5,1410,1000,1950,0,35,50
398000,2,1,590,10945,1,0,0,3,590,0,1983,2009,4,8
665000,4,2,2600,17388,2,0,0,3,2600,0,1996,0,25,37
592500,4,3,2170,8240,1,0,0,4,1370,800,1968,0,31,31
940000,4,2,2080,4000,1,0,0,3,2080,0,1912,2000,35,50
655000,4,2,2860,12394,2,0,0,3,2860,0,1999,0,33,43
622500,4,2,2980,8107,2,0,0,3,2980,0,2000,0,38,38
380000,2,2,1230,987,2,0,0,3,1060,170,2011,0,35,64
648360,4,1,2260,7005,1,0,1,4,1130,1130,1947,1988,19,21
432000,3,2,2200,14925,1,0,0,3,1100,1100,1982,0,31,32
1050000,4,2,3030,12590,1,0,0,4,3030,0,1988,0,3,3
353250,2,1,1060,1600,2,0,0,3,1060,0,1979,2014,35,64
1000000,4,3,4260,18687,2,0,0,3,4260,0,1996,0,33,43
320000,3,2,998,844,2,0,0,3,798,200,2007,0,35,56
349900,4,2,2052,3723,2,0,0,3,2052,0,2014,0,14,2
330000,4,3,3150,6202,2,0,0,3,3150,0,2005,0,18,26
408000,3,2,1950,7221,1,0,0,4,1950,0,2006,0,34,72
321000,3,2,1347,1292,3,0,0,3,1347,0,2010,0,35,60
1051000,4,3,3860,5474,2,0,0,3,3860,0,2007,0,16,17
2150000,4,5,5060,10320,2,0,0,3,5060,0,2008,0,3,3
359000,3,1,1360,885,3,0,0,3,1360,0,2008,0,35,47
300000,5,2,2760,6000,2,0,0,3,2760,0,2006,0,35,51
380000,5,3,2420,4670,2,0,0,3,2420,0,2013,1923,35,57
660000,3,2,2450,4332,2,0,0,3,2450,0,2010,0,31,32
355000,3,2,1280,959,3,0,0,3,1280,0,2005,0,35,47
259000,3,2,1550,3569,2,0,0,3,1550,0,2011,0,1,1
353000,1,1,550,1279,2,0,0,3,550,0,2008,0,35,59
430000,2,2,1520,1588,2,0,0,3,1240,280,2007,0,35,64
460000,3,1,1670,4005,1,0,0,4,1170,500,1939,1989,35,56
80000,1,0,430,5050,1,0,0,2,430,0,1912,0,7,10
782000,4,2,2380,9614,2,0,0,4,2380,0,1991,0,3,5
218000,3,1,960,9633,1,0,0,5,960,0,1982,0,12,12
325000,3,1,1920,6862,1,0,2,3,1120,800,1952,2008,35,57
980000,4,3,3680,5854,1,0,3,3,2060,1620,1967,2011,35,74
902000,4,2,2530,9200,1,0,0,5,1570,960,1976,0,3,5
556000,5,2,3840,16905,2,0,0,3,3840,0,1991,0,14,13
662990,3,1,1240,3600,1,0,0,5,1240,0,1926,0,35,55
225000,2,1,1300,11867,1,0,0,4,1300,0,1975,0,30,30
439950,4,2,2380,12067,2,0,0,3,2380,0,2002,0,32,37
175000,2,1,1300,44431,1,0,0,5,1300,0,1958,0,1,0
306000,2,1,780,13500,1,0,0,4,780,0,1946,1989,42,44
235000,4,2,1810,39639,1,0,0,3,1230,580,1970,2014,18,26
399500,3,1,2420,12676,2,0,0,3,2420,0,1911,1986,27,27
478000,3,1,1280,2580,1,0,0,3,1280,0,1910,2014,35,54
515000,2,1,1680,6500,1,0,0,4,1140,540,1941,1998,35,63
550000,3,2,2510,5400,2,0,0,3,2510,0,1992,0,32,34
149000,3,1,1700,8645,1,0,0,3,1700,0,1955,2005,35,65
526000,3,1,1680,3420,1,0,0,3,960,720,1992,0,35,54
527550,1,0,820,59677,1,0,0,3,820,0,1999,0,38,38
1050000,3,4,4380,42769,2,0,0,5,4380,0,1983,0,31,31
625000,3,2,2600,10092,1,0,0,3,2600,0,1984,0,33,42
950000,5,3,3400,7452,2,0,0,3,3400,0,1999,0,3,6
377691,5,1,2120,8399,1,0,0,4,1320,800,1942,1982,36,62
648475,4,2,2250,5700,1,0,0,3,1200,1050,1951,1994,35,52
383000,3,1,1800,5612,1,0,0,4,1200,600,1942,1982,35,61
535000,3,2,2210,7620,2,0,0,3,2210,0,1994,0,31,31
449950,3,2,1560,4080,2,0,0,3,1560,0,1923,1982,35,54
465425,4,2,2430,20720,1,0,0,3,2430,0,1967,2011,42,41
675000,4,2,2560,36601,2,0,0,4,2560,0,1987,0,33,43
599000,3,2,1960,2500,1,0,0,5,1410,550,1926,0,35,47
416000,3,1,1110,9762,1,0,0,4,1110,0,1963,0,31,31
595000,2,1,1030,4500,1,0,0,3,830,200,1924,2011,35,52
200000,4,1,1350,11507,1,0,0,3,1350,0,1966,1963,32,33
402000,3,2,1540,1827,2,0,0,3,1540,0,2005,0,16,17
433000,4,1,1830,9600,1,0,0,4,1010,820,1966,0,3,5
275000,4,1,1930,15531,2,0,0,3,1930,0,1979,2014,14,2
410000,3,2,1650,9641,1,0,0,3,1650,0,1983,2009,19,22
554820,4,2,3510,12905,1,0,2,3,2210,1300,1965,1982,6,68
1325000,4,3,3370,7920,1,0,3,3,1860,1510,1988,2000,35,56
735000,3,2,2390,9157,2,0,0,3,2390,0,1984,0,31,31
607000,3,1,1230,8114,1,0,0,4,1230,0,1951,1999,3,3
549900,4,3,2830,213879,2,0,0,4,2830,0,1987,0,1,45
258000,3,1,1620,7540,1,0,0,3,1310,310,1988,2000,21,23
661254,4,4,2290,6250,1,0,0,5,1690,600,1940,0,35,55
945000,4,2,2840,13367,1,0,0,3,1420,1420,1952,2008,8,3
799950,4,3,4220,196817,2,0,0,3,4220,0,1993,0,1,45
132500,3,1,1080,10500,1,0,0,3,1080,0,1967,2011,1,0
467100,3,1,1620,8645,1,0,0,3,1190,430,1973,2013,31,31
1610000,4,3,4390,11600,2,0,3,3,3060,1330,1990,2009,23,25
641000,3,1,1620,3975,1,0,0,5,940,680,1926,0,35,56
350000,3,1,1010,11244,1,0,0,4,1010,0,1947,1988,36,67
335000,4,2,1750,8476,1,0,0,4,1240,510,1983,0,32,36
900000,3,3,4080,217697,1,0,3,3,4080,0,2000,0,1,45
440000,4,2,2560,10400,1,0,0,4,1280,1280,1965,0,16,15
464600,3,1,1120,5500,1,0,0,4,1120,0,1925,1968,35,63
1200000,4,3,4740,172497,2,0,0,3,4740,0,2003,0,31,32
300000,2,1,1340,7788,1,0,2,3,1340,0,1947,2012,35,71
670500,4,2,1590,6750,1,0,0,3,1590,0,1951,1994,35,46
552000,3,1,1430,5000,1,0,0,4,1080,350,1919,1985,35,54
244000,4,1,1450,8960,1,0,0,3,1450,0,1943,2002,35,65
788600,4,2,3500,7200,2,0,0,3,3500,0,2005,0,31,32
445000,3,2,1630,8702,1,0,0,3,1630,0,1987,2000,32,34
530000,4,1,1814,5000,1,0,0,4,944,870,1951,1999,35,54
90000,2,1,580,7500,1,0,0,3,580,0,1943,2002,35,71
585000,3,2,1670,4572,1,0,0,3,1670,0,1931,0,35,56
498000,2,2,1140,8282,1,0,0,3,1140,0,1924,2009,19,21
379000,2,1,800,6380,1,0,2,3,800,0,1940,1996,35,54
462000,3,1,1300,2580,1,0,0,5,820,480,1919,1934,35,54
388000,4,2,2440,7155,2,0,0,3,2440,0,1993,0,32,36
255000,3,2,1490,8371,1,0,0,3,1490,0,1984,0,18,19
665000,3,2,1800,9550,1,0,0,4,1320,480,1966,0,3,5
550000,3,2,1830,9152,1,0,0,5,1830,0,1959,0,3,5
606000,3,1,1500,3920,1,0,0,3,1000,500,1947,2012,35,50
334000,4,2,2210,6080,1,0,2,4,1410,800,1965,0,35,71
360000,3,2,1270,1323,3,0,0,3,1270,0,2006,0,35,47
235000,2,1,1140,1730,1,0,0,3,1010,130,2007,0,35,61
580000,3,2,1620,1173,3,0,4,3,1470,150,2008,0,35,47
355000,3,2,1220,1186,3,0,0,3,1220,0,2007,0,35,47
375000,2,2,750,1430,2,0,0,3,750,0,2006,0,35,59
372000,4,1,1960,9300,1,0,0,5,1340,620,1979,0,27,27
479000,3,1,1370,3000,1,0,0,3,1370,0,1924,2011,35,47
2000000,5,4,4580,4443,3,1,4,3,4580,0,2004,2003,33,43
1680000,4,4,5584,68257,2,0,0,3,5584,0,1998,2006,7,10
501000,2,1,1010,4320,1,0,0,5,1010,0,1924,1956,35,54
245000,3,1,1260,6908,1,0,0,3,1260,0,1994,0,21,23
496700,3,2,1740,5782,2,0,0,4,1740,0,1989,0,16,17
347000,4,1,2670,10026,2,0,0,3,2670,0,1996,0,1,45
199000,2,1,720,7200,1,0,0,5,720,0,1943,0,32,36
440500,3,2,2460,4399,2,0,0,3,2460,0,2007,0,38,38
820000,4,2,3670,7000,2,0,0,3,3670,0,2005,0,33,43
325000,4,3,2630,3435,1,0,3,3,1640,990,1984,0,34,72
195000,3,1,1570,8459,1,0,0,3,1570,0,1991,0,12,12
675000,3,3,2980,28000,1,0,0,3,1820,1160,1981,2013,31,31
295000,3,2,1560,4200,2,0,0,3,1560,0,2003,0,21,23
355300,3,2,1620,7410,1,0,0,5,1620,0,1955,0,36,62
276000,3,1,1140,5000,1,0,0,3,1140,0,1960,2012,35,49
460000,2,1,2730,19877,1,0,0,4,1570,1160,1976,1992,11,11
880000,3,2,2130,35169,1,0,0,4,2130,0,1989,0,42,41
370000,3,2,1780,4050,2,0,0,3,1780,0,2001,0,36,67
346000,4,2,2100,3916,2,0,0,3,2100,0,2009,0,32,36
172500,3,1,1140,8800,1,0,0,3,1140,0,1972,2002,1,0
379950,3,1,1690,9144,1,0,0,4,1140,550,1956,0,17,16
468000,2,1,1160,6000,1,0,0,4,860,300,1942,1982,35,54
477000,4,2,1720,6270,2,0,0,3,1720,0,1978,0,35,57
529000,3,1,1210,3328,1,0,0,4,1210,0,1924,0,35,50
312000,3,1,1255,1374,3,0,0,3,1255,0,2004,2003,35,60
326100,2,1,880,7683,1,0,0,3,880,0,1942,1999,35,70
360000,3,1,1050,9206,1,0,0,3,1050,0,1954,2005,35,60
438000,3,1,1650,12940,1,0,0,4,1650,0,1961,2001,17,16
360000,3,1,1570,9467,1,0,0,3,1570,0,1954,2005,36,70
1050000,4,2,2920,7200,1,0,3,3,1470,1450,1921,2006,35,64
688000,4,3,3000,4000,1,0,3,3,1970,1030,1913,2014,35,64
585000,3,1,1850,7735,1,0,0,4,1850,0,1983,0,16,15
265000,3,2,1440,7741,1,0,0,4,1000,440,1983,0,18,19
375000,3,1,1440,8775,1,0,0,3,1440,0,1973,2013,19,22
326500,3,1,1810,12375,2,0,0,3,1810,0,1970,2014,42,41
160000,2,1,1180,9350,1,0,0,3,1180,0,1918,0,35,71
1570000,4,3,3070,5850,2,0,0,5,2400,670,1927,0,35,53
735000,5,2,3390,5211,2,0,0,3,3390,0,2004,2003,33,43
400000,2,1,1470,6120,1,0,0,2,1470,0,1940,0,35,54
800000,4,2,2680,7200,1,0,0,3,1380,1300,1952,2013,19,21
949880,4,2,2290,10687,2,0,0,3,2290,0,1978,0,3,3
405000,3,1,1980,8100,1,0,0,4,1310,670,1949,1985,36,62
399000,4,2,2870,9292,2,0,0,3,2540,330,1979,2014,32,36
730001,3,2,1840,4750,1,0,0,5,1010,830,1951,0,35,56
1795000,4,3,4060,13000,2,0,3,3,4060,0,2000,0,23,25
260000,3,2,1630,8018,1,0,0,3,1630,0,2003,0,28,28
751750,2,2,1880,5400,1,0,0,3,1880,0,1902,0,35,53
325000,3,1,1780,13095,1,0,0,4,1780,0,1983,0,18,26
344950,4,2,2330,6250,1,0,0,4,1400,930,1941,1998,18,18
457500,3,1,1840,4030,1,0,0,5,1050,790,1925,0,35,51
389000,5,2,2330,10750,1,0,0,4,1190,1140,1962,0,17,16
515000,4,2,3200,6473,2,0,0,3,3200,0,2005,0,32,37
732000,3,2,2330,1987,2,0,4,3,1410,920,2004,2003,35,50
415000,3,2,1950,8868,1,0,0,3,1350,600,1964,2000,36,67
1655000,4,3,3080,4815,2,0,3,3,2300,780,1937,2009,35,74
535000,2,1,1040,5527,1,0,0,3,1040,0,1951,1994,35,54
540000,4,4,1960,3565,2,0,0,3,1960,0,1940,2003,35,55
525000,5,3,2750,3800,1,0,0,5,1750,1000,1926,0,35,54
570000,3,1,1930,36210,1,0,0,3,1930,0,1977,2004,42,41
569950,5,4,4850,40902,2,0,0,3,4850,0,2001,0,14,13
283200,4,2,1982,6406,2,0,0,3,1982,0,2004,2003,18,18
1100000,3,2,2640,4050,1,0,0,5,1750,890,1926,0,35,53
830000,4,2,1850,50662,1,0,0,3,1430,420,1978,0,31,31
495000,4,2,1940,9144,1,0,0,4,1430,510,1956,0,3,6
292050,5,3,2840,7199,1,0,0,3,1710,1130,2003,0,40,71
415000,5,1,1900,10226,1,0,0,3,1130,770,1961,2004,19,22
295832,5,1,1410,6400,1,0,0,5,960,450,1955,0,10,73
450000,4,2,2520,8515,2,0,0,3,2520,0,1999,0,11,11
1381000,4,3,3160,9525,2,0,0,3,3160,0,1997,0,23,25
857000,4,3,3720,29043,2,0,0,3,3720,0,1991,0,19,21
499950,3,3,1820,1501,2,0,0,3,1430,390,2014,0,35,64
465000,3,2,1560,8640,1,0,0,5,1560,0,1967,0,19,22
329000,3,1,1600,5952,1,0,0,4,1150,450,1964,0,35,49
475000,3,2,1230,11502,1,0,0,4,1230,0,1984,0,31,31
255000,3,1,960,8100,1,0,0,3,960,0,1955,2005,36,67
435000,3,1,1270,4000,1,0,2,3,1270,0,1928,1954,35,61
685000,3,2,2810,7700,2,0,0,3,2810,0,2001,0,3,5
715000,2,2,2160,5581,1,0,0,3,2160,0,2002,0,31,32
780000,3,3,2520,2152,1,0,0,3,1560,960,1925,2006,35,58
345000,2,1,1180,844,2,0,0,3,990,190,2005,0,35,64
355000,4,2,1810,4970,2,0,0,3,1810,0,2003,0,32,37
282000,3,2,1680,15711,1,0,0,3,1240,440,1994,0,18,19
244000,3,1,910,5250,1,0,0,4,910,0,1971,0,6,68
967500,3,3,3250,5797,2,0,2,4,2370,880,1951,1999,35,74
375000,3,1,2000,7294,1,0,0,3,1520,480,1965,1993,35,57
1600000,3,3,3790,19000,2,0,4,3,3790,0,1985,0,35,70
527500,3,1,2310,78844,1,0,0,3,1760,550,1977,2004,16,15
994000,3,2,2510,6339,1,0,2,5,1810,700,1932,2002,35,74
313000,3,1,1320,6205,1,0,0,5,1320,0,1948,1985,36,62
587000,3,2,2370,217800,2,0,0,3,2370,0,1979,2014,31,32
304000,3,1,900,7500,1,0,0,4,900,0,1972,0,19,22
675000,3,2,2540,7680,2,0,1,4,2540,0,1940,2001,35,70
305000,4,1,2100,9288,1,0,0,4,1050,1050,1968,0,32,36
280000,3,1,1200,6250,1,0,0,3,920,280,1943,2002,35,69
960000,5,4,3720,15200,2,0,0,3,3720,0,2005,0,33,43
500000,3,2,1760,4539,2,0,0,3,1760,0,1988,2000,16,17
274950,3,1,1670,7415,1,0,0,3,1320,350,1987,2000,9,26
455600,3,2,2420,8252,2,0,0,3,2420,0,1998,2006,38,38
970000,5,3,3480,15185,2,0,0,4,3480,0,1964,0,23,25
312900,4,2,1630,4473,2,0,0,3,1630,0,2003,0,21,23
535000,4,2,2340,5600,2,0,0,3,2340,0,1921,2013,35,65
427000,2,1,920,3780,1,0,0,3,920,0,1910,2006,35,47
405000,2,1,910,6490,1,0,0,3,910,0,1942,1999,35,54
480000,3,1,1150,4945,1,0,2,3,1150,0,1943,2002,35,61
725000,3,1,2500,4774,1,0,2,3,1450,1050,1940,1996,35,50
293000,4,2,3250,235063,1,0,2,3,3250,0,1973,2013,1,45
268000,4,2,1930,6600,1,0,0,4,1030,900,1967,0,6,69
475000,4,3,3400,234352,2,0,0,3,2500,900,1991,0,41,40
488000,3,2,1590,2550,3,0,0,3,1590,0,1985,0,35,56
760000,4,2,3330,7399,2,0,0,3,3330,0,2009,0,31,31
1710000,5,4,4590,14685,2,0,0,3,4590,0,2009,0,19,21
754950,3,2,2610,7256,2,0,0,3,2610,0,2014,0,19,21
263900,3,2,1658,2700,2,0,0,3,1658,0,2014,0,10,73
460000,3,3,1600,1431,2,0,0,3,1240,360,2006,0,35,56
399950,3,3,1296,1051,3,0,0,3,1296,0,2009,0,35,60
370000,2,2,1280,835,2,0,0,3,1080,200,2009,0,35,57
1149000,4,3,5940,11533,2,0,4,3,4950,990,2004,2003,38,38
450800,4,3,2510,5311,2,0,0,3,2510,0,2009,0,32,34
627000,3,3,2710,3475,2,0,0,3,1650,1060,2005,0,16,15
495000,3,2,1750,1548,3,0,0,3,1750,0,2013,1923,35,57
310000,3,1,1430,19901,1,0,0,4,1430,0,1927,0,17,16
550000,4,1,1660,34848,1,0,0,1,930,730,1933,0,31,31
215000,2,1,1320,8865,1,0,0,4,1320,0,1943,0,6,69
799000,4,3,2580,209523,2,0,0,3,2580,0,1984,0,31,32
630000,4,2,2740,43101,2,0,0,3,2740,0,1993,0,42,44
267000,3,2,2495,4400,2,0,0,3,2495,0,2007,0,14,0
900000,6,2,2300,24773,1,0,0,4,2300,0,1950,1985,23,25
365000,3,1,1300,12240,1,0,0,3,1300,0,1963,2008,17,16
544500,4,2,2230,10414,1,0,0,5,1450,780,1974,0,16,43
599000,4,2,2020,2750,1,0,0,3,1010,1010,1917,2014,35,59
815000,4,2,2000,3800,2,0,0,3,2000,0,2001,0,35,54
254000,2,1,1060,8187,1,0,0,4,1060,0,1952,0,36,62
740000,2,1,2080,4800,1,0,0,5,1080,1000,1923,0,35,56
225000,3,2,2030,24829,1,0,0,4,1220,810,1979,0,1,0
925000,3,2,2690,7000,2,0,0,5,1840,850,1943,0,35,54
1285000,4,2,3240,10800,1,0,0,3,2260,980,1946,0,35,48
537000,3,2,1550,12920,2,0,0,5,1550,0,1999,0,19,21
335000,4,2,1480,3132,1,0,0,5,740,740,1910,0,35,51
840000,4,2,3040,2800,2,0,0,3,2100,940,1906,2014,35,46
224000,3,1,1560,7300,1,0,0,4,1040,520,1964,0,1,0
395000,3,2,2250,3757,2,0,0,3,2250,0,2006,0,32,37
450000,3,1,1100,4600,1,0,0,3,1100,0,1917,2009,35,55
681000,3,1,1700,6356,1,0,0,3,1700,0,1907,1983,35,57
898000,5,1,2680,28014,1,0,0,4,1450,1230,1963,0,3,3
370000,3,1,800,2296,1,0,0,4,800,0,1908,0,35,47
429000,2,1,1350,6315,1,0,0,3,1350,0,2005,0,31,32
150000,3,1,820,7680,1,0,0,3,820,0,1910,2006,35,49
555000,3,2,3160,4270,2,0,0,3,2650,510,2006,0,5,9
326000,3,2,1720,28000,1,0,0,4,1720,0,1958,1972,32,36
225000,3,2,1680,6755,2,0,0,3,1680,0,1994,0,1,45
245100,3,1,1300,7958,1,0,0,3,1300,0,1996,0,1,45
665000,3,2,2190,10370,2,0,0,3,2190,0,1987,2000,33,42
535000,3,2,1720,4006,2,0,0,3,1720,0,1994,0,16,17
305000,3,1,1160,11776,1,0,0,3,1160,0,1968,1997,42,44
999000,7,4,3150,34830,1,0,0,3,3150,0,1957,2005,3,6
215000,3,1,1210,8075,1,0,0,4,1210,0,1983,0,28,28
432500,3,1,1980,5100,1,0,0,3,1270,710,1965,1993,35,47
655000,4,2,2990,5669,2,0,0,3,2990,0,2003,0,33,42
266200,3,1,1430,9600,1,0,0,4,1430,0,1966,0,32,37
244615,3,2,2060,4030,2,0,0,3,2060,0,1999,0,18,20
460000,4,3,2230,52983,2,0,0,3,2230,0,1991,0,18,18
370000,4,2,3090,18645,2,0,0,3,3090,0,1995,0,14,13
465000,6,3,4250,23326,1,0,3,3,2150,2100,1967,2011,14,2
1175000,3,2,1970,23180,1,1,4,3,1100,870,1937,1998,35,63
189000,2,2,1700,3171,1,0,0,5,850,850,1927,0,1,1
820000,3,2,2510,5503,2,0,2,3,2510,0,1995,0,35,63
968000,6,2,3610,17580,1,0,4,5,2070,1540,1959,0,33,43
1400000,4,3,2980,7000,2,0,3,3,2140,840,1900,2014,35,64
438750,3,1,1610,6480,1,0,0,4,1610,0,1947,1988,35,60
1210000,4,2,3650,6982,2,0,2,4,2530,1120,1951,2003,35,54
600000,4,2,2510,38141,1,0,0,3,2510,0,1960,2012,19,22
589000,3,1,1110,6000,1,0,0,5,1110,0,1932,2002,35,74
590000,3,2,1650,6150,2,0,0,4,1650,0,1926,1993,35,55
479900,3,2,1980,12150,1,0,0,3,1980,0,1994,0,18,26
210000,2,1,880,1157,2,0,0,3,880,0,2007,0,35,61
745000,3,1,1490,9800,1,0,0,4,1140,350,1947,1988,2,3
840500,3,2,2520,5400,1,0,0,4,1410,1110,1906,1990,35,58
420000,3,1,1820,22320,1,0,0,3,1250,570,1977,2004,31,32
